DTXSID,Preferred_Name,CASRN,InChIKey,IUPAC_Name,SMILES,InChI_String,Molecular_Formula,Average_Mass,Monoisotopic_Mass,QC_Level,ToxCast_Active_Count,Total_Assays,ToxCast_Active_Percent,Is_ToxCast_Active,rdkit_mol_cache,ROMol,Valid_SMILES,F_Count,F_Percentage,MW_RDKit,Rotatable_Bonds,H_Acceptors,H_Donors,Ring_Count,Aromatic_Rings,C_Count,Chain_Length,CF_Bonds,f_to_c_ratio,avg_f_per_c,Is_Aromatic,Has_Rings,Is_Cyclic,Is_Branched,Has_Fluorine,Chain_Category
DTXSID101036344,3-Fluoro-3-(perfluorododecyl)prop‐2‐ene‐1‐sulfonic acid,NOCAS_1036344,ORMVAOXXNXIWPP-UHFFFAOYSA-N,Unknown,OS(=O)(=O)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H4F26O3S/c16-3(1-2-45(42,43)44)4(17,18)5(19,20)6(21,22)7(23,24)8(25,26)9(27,28)10(29,30)11(31,32)12(33,34)13(35,36)14(37,38)15(39,40)41/h1H,2H2,(H,42,43,44)",C15H4F26O3S,758.21,757.946597,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a180>,<rdkit.Chem.rdchem.Mol object at 0x17961c510>,True,26,53.06122448979592,757.9465987080001,14,3,1,0,0,15,14,26,1.7333333333333334,1.7333333333333334,False,False,False,True,True,Long
DTXSID101036368,2‐[Dimethyl(3-(perfluorohexyl)propyl)azaniumyl]acetate,NOCAS_1036368,ABVFHPDFMSSHBA-UHFFFAOYSA-N,Unknown,C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1S/C13H14F13NO2/c1-27(2,6-7(28)29)5-3-4-8(14,15)9(16,17)10(18,19)11(20,21)12(22,23)13(24,25)26/h3-6H2,1-2H3",C13H14F13NO2,463.239,463.081695,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a1f0>,<rdkit.Chem.rdchem.Mol object at 0x17961c580>,True,13,30.23255813953488,463.08169554800037,12,2,0,0,0,13,11,13,1.0,1.0,False,False,False,True,True,Long
DTXSID101036370,2‐[Dimethyl(3-(perfluorooctyl)propyl)azaniumyl]acetate,NOCAS_1036370,CJIMRRXCPWBMFR-UHFFFAOYSA-N,Unknown,C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1S/C15H14F17NO2/c1-33(2,6-7(34)35)5-3-4-8(16,17)9(18,19)10(20,21)11(22,23)12(24,25)13(26,27)14(28,29)15(30,31)32/h3-6H2,1-2H3",C15H14F17NO2,563.255,563.075307,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a260>,<rdkit.Chem.rdchem.Mol object at 0x17961c5f0>,True,17,34.69387755102041,563.0753084280004,14,2,0,0,0,15,13,17,1.1333333333333333,1.1333333333333333,False,False,False,True,True,Long
DTXSID101036413,"(3Z)-1,1,1,5,5,5-Hexafluoro-4-hydroxy-3-penten-2-one",75092-43-2,ZUSKFDORJCVUSD-UPHRSURJSA-N,Unknown,O\C(=C/C(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C5H2F6O2/c6-4(7,8)2(12)1-3(13)5(9,10)11/h1,12H/b2-1-",C5H2F6O2,208.059,207.995898,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a2d0>,<rdkit.Chem.rdchem.Mol object at 0x17961c660>,True,6,40.0,207.995898624,2,2,1,0,0,5,4,6,1.2,1.2,False,False,False,True,True,Short
DTXSID101036425,"4,4,5,5,5-Pentafluoropentane-1-sulfonic acid",NOCAS_1036425,UDRQXDZZNFHSOS-UHFFFAOYSA-N,Unknown,OS(=O)(=O)CCCC(F)(F)C(F)(F)F,"InChI=1S/C5H7F5O3S/c6-4(7,5(8,9)10)2-1-3-14(11,12)13/h1-3H2,(H,11,12,13)",C5H7F5O3S,242.16,242.003606,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a340>,<rdkit.Chem.rdchem.Mol object at 0x17961c6d0>,True,5,23.809523809523807,242.003606184,5,3,1,0,0,5,4,5,1.0,1.0,False,False,False,True,True,Short
DTXSID101036437,3-(Perfluorohexyl)propane‐1‐ sulfonic acid,NOCAS_1036437,IOWUCXUAEMDZQD-UHFFFAOYSA-N,Unknown,OS(=O)(=O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H7F13O3S/c10-4(11,2-1-3-26(23,24)25)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h1-3H2,(H,23,24,25)",C9H7F13O3S,442.19,441.990831,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a3b0>,<rdkit.Chem.rdchem.Mol object at 0x17961c740>,True,13,39.39393939393939,441.9908319440002,9,3,1,0,0,9,8,13,1.4444444444444444,1.4444444444444444,False,False,False,True,True,Long
DTXSID101036532,"2‐Hydroxy‐3‐[(4,4,5,5,5‐pentafluoropentanoyl)sulfanyl]propanoic acid",NOCAS_1036532,RHPWYUWRQAOSMN-UHFFFAOYSA-N,Unknown,OC(CSC(=O)CCC(F)(F)C(F)(F)F)C(O)=O,"InChI=1/C8H9F5O4S/c9-7(10,8(11,12)13)2-1-5(15)18-3-4(14)6(16)17/h4,14H,1-3H2,(H,16,17)",C8H9F5O4S,296.21,296.014171,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a420>,<rdkit.Chem.rdchem.Mol object at 0x17961c7b0>,True,5,18.51851851851852,296.01417086800024,7,5,2,0,0,8,8,5,0.625,0.625,False,False,False,True,True,Long
DTXSID101036544,2‐Hydroxy‐3‐[[3-(perfluorononyl)propanoyl]sulfanyl]propanoic acid,NOCAS_1036544,SETPGCURJONUOI-UHFFFAOYSA-N,Unknown,OC(CSC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,"InChI=1/C15H9F19O4S/c16-7(17,2-1-5(36)39-3-4(35)6(37)38)8(18,19)9(20,21)10(22,23)11(24,25)12(26,27)13(28,29)14(30,31)15(32,33)34/h4,35H,1-3H2,(H,37,38)",C15H9F19O4S,646.26,645.991815,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a490>,<rdkit.Chem.rdchem.Mol object at 0x17961c820>,True,19,39.58333333333333,645.9918159480003,14,5,2,0,0,15,15,19,1.2666666666666666,1.2666666666666666,False,False,False,True,True,Long
DTXSID101036637,Dimethyl[3-(perfluorohexadecyl)‐2‐(formyloxy)propyl](2‐oxoethyl)azanium,NOCAS_1036637,KJHJGGNQUCRPPS-UHFFFAOYSA-N,Unknown,C[N+](C)(CC=O)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC=O,"InChI=1/C24H15F33NO3/c1-58(2,3-4-59)6-8(61-7-60)5-9(25,26)10(27,28)11(29,30)12(31,32)13(33,34)14(35,36)15(37,38)16(39,40)17(41,42)18(43,44)19(45,46)20(47,48)21(49,50)22(51,52)23(53,54)24(55,56)57/h4,7-8H,3,5-6H2,1-2H3/q+1",C24H15F33NO3,992.335,992.051949,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a500>,<rdkit.Chem.rdchem.Mol object at 0x17961c890>,True,33,43.42105263157895,992.0519510200904,23,3,0,0,0,24,21,33,1.375,1.375,False,False,False,True,True,Long
DTXSID101036687,1-(Dimethylamino)-3-(perfluorohexyl)propan-2-ol,80233-98-3,AGXHFLZDVJVHQV-UHFFFAOYSA-N,Unknown,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C11H12F13NO/c1-25(2)4-5(26)3-6(12,13)7(14,15)8(16,17)9(18,19)10(20,21)11(22,23)24/h5,26H,3-4H2,1-2H3",C11H12F13NO,421.202,421.07113,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a570>,<rdkit.Chem.rdchem.Mol object at 0x17961c900>,True,13,34.21052631578947,421.07113086400034,11,2,1,0,0,11,10,13,1.1818181818181819,1.1818181818181819,False,False,False,True,True,Long
DTXSID101036699,1‐(Methylamino)-3-(perfluorohexyl)propan‐2‐ol,NOCAS_1036699,CBRKCKYIXAXWGI-UHFFFAOYSA-N,Unknown,CNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C10H10F13NO/c1-24-3-4(25)2-5(11,12)6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)23/h4,24-25H,2-3H2,1H3",C10H10F13NO,407.175,407.05548,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a5e0>,<rdkit.Chem.rdchem.Mol object at 0x17961c970>,True,13,37.142857142857146,407.0554808000003,10,2,2,0,0,10,10,13,1.3,1.3,False,False,False,True,True,Long
DTXSID101036706,"Trimethyl(4,4,5,5,5‐pentafluoro‐2‐hydroxypentyl)azanium",NOCAS_1036706,OSBPACJEQXCOGG-UHFFFAOYSA-N,Unknown,C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)F,"InChI=1/C8H15F5NO/c1-14(2,3)5-6(15)4-7(9,10)8(11,12)13/h6,15H,4-5H2,1-3H3/q+1",C8H15F5NO,236.205,236.106831,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a650>,<rdkit.Chem.rdchem.Mol object at 0x17961c9e0>,True,5,16.666666666666664,236.10683162009,8,1,1,0,0,8,6,5,0.625,0.625,False,False,False,True,True,Medium
DTXSID101036782,(2‐Carboxyethyl)dimethyl[3-(perfluorotetradecyl)‐2‐hydroxypropyl]azanium,NOCAS_1036782,KWOMXZCAWQXVIU-UHFFFAOYSA-O,Unknown,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C22H16F29NO3/c1-52(2,4-3-8(54)55)6-7(53)5-9(23,24)10(25,26)11(27,28)12(29,30)13(31,32)14(33,34)15(35,36)16(37,38)17(39,40)18(41,42)19(43,44)20(45,46)21(47,48)22(49,50)51/h7,53H,3-6H2,1-2H3/p+1",C22H17F29NO3,894.335,894.073987,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a6c0>,<rdkit.Chem.rdchem.Mol object at 0x17961ca50>,True,29,40.27777777777778,894.0739882040905,22,3,2,0,0,22,20,29,1.3181818181818181,1.3181818181818181,False,False,False,True,True,Long
DTXSID101036813,Carboxydimethyl[3-(perfluorooctadecyl)‐2‐hydroxypropyl]azanium,NOCAS_1036813,MVHOGQAFVJVCNZ-UHFFFAOYSA-O,Unknown,C[N+](C)(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,"InChI=1/C24H12F37NO3/c1-62(2,6(64)65)4-5(63)3-7(25,26)8(27,28)9(29,30)10(31,32)11(33,34)12(35,36)13(37,38)14(39,40)15(41,42)16(43,44)17(45,46)18(47,48)19(49,50)20(51,52)21(53,54)22(55,56)23(57,58)24(59,60)61/h5,63H,3-4H2,1-2H3/p+1",C24H13F37NO3,1066.312,1066.029912,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a730>,<rdkit.Chem.rdchem.Mol object at 0x17961cac0>,True,37,47.43589743589743,1066.0299138360901,23,3,2,0,0,24,22,37,1.5416666666666667,1.5416666666666667,False,False,False,True,True,Long
DTXSID101036825,"1‐(Dimethylamino)‐4,5,5,6,6,7,7,7‐octafluorohept‐3‐en‐2‐ol",NOCAS_1036825,ZUDFUTGRIOAEMF-UHFFFAOYSA-N,Unknown,CN(C)CC(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C9H11F8NO/c1-18(2)4-5(19)3-6(10)7(11,12)8(13,14)9(15,16)17/h3,5,19H,4H2,1-2H3",C9H11F8NO,301.18,301.071289,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a7a0>,<rdkit.Chem.rdchem.Mol object at 0x17961cb30>,True,8,26.666666666666668,301.0712897320003,8,2,1,0,0,9,8,8,0.8888888888888888,0.8888888888888888,False,False,False,True,True,Long
DTXSID101036837,2‐[Dimethyl(4-fluoro-4-(perfluorononyl)‐2‐hydroxybut‐3‐en‐1‐yl)azaniumyl]acetate,NOCAS_1036837,MIAVKAOOMBQOCM-UHFFFAOYSA-N,Unknown,C[N+](C)(CC(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1/C17H13F20NO3/c1-38(2,5-8(40)41)4-6(39)3-7(18)9(19,20)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)37/h3,6,39H,4-5H2,1-2H3",C17H13F20NO3,659.263,659.057607,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a810>,<rdkit.Chem.rdchem.Mol object at 0x17961cba0>,True,20,37.03703703703704,659.0576076760003,16,3,1,0,0,17,15,20,1.1764705882352942,1.1764705882352942,False,False,False,True,True,Long
DTXSID101036863,2‐[Dimethyl[4-(perfluorohexadecyl)butyl]azaniumyl]acetate,NOCAS_1036863,GIYNIOCHGMEMGI-UHFFFAOYSA-N,Unknown,C[N+](C)(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1S/C24H16F33NO2/c1-58(2,7-8(59)60)6-4-3-5-9(25,26)10(27,28)11(29,30)12(31,32)13(33,34)14(35,36)15(37,38)16(39,40)17(41,42)18(43,44)19(45,46)20(47,48)21(49,50)22(51,52)23(53,54)24(55,56)57/h3-7H2,1-2H3",C24H16F33NO2,977.344,977.065408,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a880>,<rdkit.Chem.rdchem.Mol object at 0x17961cc10>,True,33,43.42105263157895,977.0654100120005,23,2,0,0,0,24,22,33,1.375,1.375,False,False,False,True,True,Long
DTXSID101036906,2‐(N‐Methyl-perfluorotridecanesulfonamido)acetic acid,NOCAS_1036906,SWBSZXAYQAUPHJ-UHFFFAOYSA-N,Unknown,CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16H6F27NO4S/c1-44(2-3(45)46)49(47,48)16(42,43)14(37,38)12(33,34)10(29,30)8(25,26)6(21,22)4(17,18)5(19,20)7(23,24)9(27,28)11(31,32)13(35,36)15(39,40)41/h2H2,1H3,(H,45,46)",C16H6F27NO4S,821.24,820.958639,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a8f0>,<rdkit.Chem.rdchem.Mol object at 0x17961cc80>,True,27,49.09090909090909,820.9586406120002,16,4,1,0,0,16,16,27,1.6875,1.6875,False,False,False,True,True,Long
DTXSID101036918,Henicosafluoroundec‐7‐ene‐1‐sulfonic acid,NOCAS_1036918,USAYDDMZOZXUPP-UHFFFAOYSA-N,Unknown,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C11HF21O3S/c12-1(2(13)4(16,17)6(20,21)10(28,29)30)3(14,15)5(18,19)7(22,23)8(24,25)9(26,27)11(31,32)36(33,34)35/h(H,33,34,35)",C11HF21O3S,612.15,611.931106,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a960>,<rdkit.Chem.rdchem.Mol object at 0x17961ccf0>,True,21,56.75675675675676,611.931107512,10,3,1,0,0,11,10,21,1.9090909090909092,1.9090909090909092,False,False,False,True,True,Long
DTXSID101036932,"3,3,4,4,4-Pentafluorobutane-1-sulfonamide",29765-92-2,IQEBYJVDVXBTQH-UHFFFAOYSA-N,Unknown,NS(=O)(=O)CCC(F)(F)C(F)(F)F,"InChI=1S/C4H6F5NO2S/c5-3(6,4(7,8)9)1-2-13(10,11)12/h1-2H2,(H2,10,11,12)",C4H6F5NO2S,227.15,227.00394,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981a9d0>,<rdkit.Chem.rdchem.Mol object at 0x17961cd60>,True,5,26.31578947368421,227.003940532,4,2,1,0,0,4,3,5,1.25,1.25,False,False,False,True,True,Short
DTXSID101039398,"Butanediamide, 2,2,3,3-tetrafluoro-N1,N4-bis[4-(2-phenyldiazenyl)phenyl]-",548447-14-9,MJNPSADWWWKYBW-UHFFFAOYSA-N,Unknown,FC(F)(C(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1)C(F)(F)C(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1,"InChI=1S/C28H20F4N6O2/c29-27(30,25(39)33-19-11-15-23(16-12-19)37-35-21-7-3-1-4-8-21)28(31,32)26(40)34-20-13-17-24(18-14-20)38-36-22-9-5-2-6-10-22/h1-18H,(H,33,39)(H,34,40)",C28H20F4N6O2,548.502,548.158387,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981aa40>,<rdkit.Chem.rdchem.Mol object at 0x17961cdd0>,True,4,6.666666666666667,548.1583867600007,9,6,2,4,4,28,25,4,0.14285714285714285,0.14285714285714285,True,True,False,True,True,Long
DTXSID101040111,"1-Chloro-1-(difluoromethoxy)-1,2,2,2-tetrafluoroethane",57041-64-2,SBASELMSUQKBDN-UHFFFAOYSA-N,Unknown,FC(F)OC(F)(Cl)C(F)(F)F,"InChI=1/C3HClF6O/c4-2(7,3(8,9)10)11-1(5)6/h1H",C3HClF6O,202.48,201.962011,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981aab0>,<rdkit.Chem.rdchem.Mol object at 0x17961ce40>,True,6,50.0,201.962011652,2,1,0,0,0,3,3,6,2.0,2.0,False,False,False,True,True,Short
DTXSID101040692,"Cyclohexanecarboxamide, 1,2,2,3,3,4,4,5,5,6,6-undecafluoro-N-[4-(2-phenyldiazenyl)phenyl]-",545339-93-3,VHHIVTZNFGVBTN-UHFFFAOYSA-N,Unknown,FC1(F)C(F)(F)C(F)(F)C(F)(C(=O)NC2=CC=C(C=C2)N=NC2=CC=CC=C2)C(F)(F)C1(F)F,"InChI=1S/C19H10F11N3O/c20-14(15(21,22)17(25,26)19(29,30)18(27,28)16(14,23)24)13(34)31-10-6-8-12(9-7-10)33-32-11-4-2-1-3-5-11/h1-9H,(H,31,34)",C19H10F11N3O,505.291,505.064822,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ab20>,<rdkit.Chem.rdchem.Mol object at 0x17961ceb0>,True,11,25.0,505.06482236000033,4,3,1,3,2,19,15,11,0.5789473684210527,0.5789473684210527,True,True,False,True,True,Long
DTXSID101041183,"Hexanediamide, 2,2,3,3,4,4,5,5-octafluoro-N1,N6-bis[4-(2-phenyldiazenyl)phenyl]-",547746-38-3,YSVOPQJPULLRJZ-UHFFFAOYSA-N,Unknown,FC(F)(C(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1,"InChI=1S/C30H20F8N6O2/c31-27(32,25(45)39-19-11-15-23(16-12-19)43-41-21-7-3-1-4-8-21)29(35,36)30(37,38)28(33,34)26(46)40-20-13-17-24(18-14-20)44-42-22-9-5-2-6-10-22/h1-18H,(H,39,45)(H,40,46)",C30H20F8N6O2,648.517,648.151999,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ab90>,<rdkit.Chem.rdchem.Mol object at 0x17961cf20>,True,8,12.121212121212121,648.1519996400004,11,6,2,4,4,30,27,8,0.26666666666666666,0.26666666666666666,True,True,False,True,True,Long
DTXSID101042905,"1,2,2,3-Tetrafluoro-1-chloro-1-bromopropane",70192-64-2,OCOLRKGQRFCMDZ-UHFFFAOYSA-N,Unknown,FCC(F)(F)C(F)(Cl)Br,"InChI=1/C3H2BrClF4/c4-3(5,9)2(7,8)1-6/h1H2",C3H2BrClF4,229.4,227.896453,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ac00>,<rdkit.Chem.rdchem.Mol object at 0x17961cf90>,True,4,36.36363636363637,227.896452724,2,0,0,0,0,3,2,4,1.3333333333333333,1.3333333333333333,False,False,False,True,True,Very Short
DTXSID10142940,"1H-Pyrazole, 3-methyl-5-(trifluoromethyl)-",10010-93-2,DLCHCAYDSKIFIN-UHFFFAOYSA-N,5-Methyl-3-(trifluoromethyl)-1H-pyrazole,CC1=CC(=NN1)C(F)(F)F,"InChI=1S/C5H5F3N2/c1-3-2-4(10-9-3)5(6,7)8/h2H,1H3,(H,9,10)",C5H5F3N2,150.104,150.040483,4,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ac70>,<rdkit.Chem.rdchem.Mol object at 0x17961d000>,True,3,20.0,150.04048282,1,1,1,1,1,5,4,3,0.6,0.6,True,True,False,True,True,Short
DTXSID10143033,N-[(Butylamino)carbonyl]-perfluoro-1-octanesulfonamide,100221-84-9,LJLSZPZGBOIJFU-UHFFFAOYSA-N,"N-(Butylcarbamoyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CCCCNC(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C13H11F17N2O3S/c1-2-3-4-31-5(33)32-36(34,35)13(29,30)11(24,25)9(20,21)7(16,17)6(14,15)8(18,19)10(22,23)12(26,27)28/h2-4H2,1H3,(H2,31,32,33)",C13H11F17N2O3S,598.27,598.021892,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ace0>,<rdkit.Chem.rdchem.Mol object at 0x17961d070>,True,17,36.17021276595745,598.0218929520004,12,3,2,0,0,13,15,17,1.3076923076923077,1.3076923076923077,False,False,False,True,True,Long
DTXSID10143093,"N-(((2,3-Dimethyl-4-((1,1,2,2-tetrafluoroethyl)thio)phenyl)amino)carbonyl)-2,6-difluorobenzamide",100279-93-4,YHULVFCFFMQFOP-UHFFFAOYSA-N,"N-({2,3-Dimethyl-4-[(1,1,2,2-tetrafluoroethyl)sulfanyl]phenyl}carbamoyl)-2,6-difluorobenzamide",CC1=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=CC(SC(F)(F)C(F)F)=C1C,"InChI=1S/C18H14F6N2O2S/c1-8-9(2)13(29-18(23,24)16(21)22)7-6-12(8)25-17(28)26-15(27)14-10(19)4-3-5-11(14)20/h3-7,16H,1-2H3,(H2,25,26,27,28)",C18H14F6N2O2S,436.37,436.068018,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ad50>,<rdkit.Chem.rdchem.Mol object at 0x17961d0e0>,True,6,13.953488372093023,436.0680180080004,7,3,2,2,2,18,14,6,0.3333333333333333,0.3333333333333333,True,True,False,True,True,Long
DTXSID10143098,"2-Fluoro-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",100280-10-2,FSBPPSBWORXEST-UHFFFAOYSA-N,"2-Fluoro-4-[(1,1,2,2-tetrafluoroethyl)sulfanyl]aniline",NC1=C(F)C=C(SC(F)(F)C(F)F)C=C1,"InChI=1S/C8H6F5NS/c9-5-3-4(1-2-6(5)14)15-8(12,13)7(10)11/h1-3,7H,14H2",C8H6F5NS,243.2,243.014111,4,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981adc0>,<rdkit.Chem.rdchem.Mol object at 0x17961d150>,True,5,23.809523809523807,243.014111292,4,2,1,1,1,8,6,5,0.625,0.625,True,True,False,True,True,Medium
DTXSID10143472,"Butyrophenone, 3-chloro-3'-nitro-4,4,4-trifluoro-3-trifluoromethyl-",100700-44-5,OOIROORZDLJFDN-UHFFFAOYSA-N,"3-Chloro-4,4,4-trifluoro-1-(3-nitrophenyl)-3-(trifluoromethyl)butan-1-one",[O-][N+](=O)C1=CC=CC(=C1)C(=O)CC(Cl)(C(F)(F)F)C(F)(F)F,"InChI=1S/C11H6ClF6NO3/c12-9(10(13,14)15,11(16,17)18)5-8(20)6-2-1-3-7(4-6)19(21)22/h1-4H,5H2",C11H6ClF6NO3,349.61,348.99404,4,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981ae30>,<rdkit.Chem.rdchem.Mol object at 0x17961d1c0>,True,6,21.428571428571427,348.9940400520002,4,3,0,1,1,11,7,6,0.5454545454545454,0.5454545454545454,True,True,False,True,True,Long
DTXSID10147379,Trifluoromethylisocyanide,105879-13-8,LKHQVUSYAMWNQZ-UHFFFAOYSA-N,Trifluoro(isocyano)methane,FC(F)(F)[N+]#[C-],"InChI=1S/C2F3N/c1-6-2(3,4)5",C2F3N,95.024,94.998283,4,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981aea0>,<rdkit.Chem.rdchem.Mol object at 0x17961d230>,True,3,50.0,94.99828366,0,0,0,0,0,2,2,3,1.5,1.5,False,False,False,True,True,Very Short
DTXSID10149712,5-(2-Aminohexafluoroprop-2-yl)-2'-deoxyuridine,111712-54-0,NTLDPLRNCGRVMU-RRKCRQDMSA-N,"5-(2-Amino-1,1,1,3,3,3-hexafluoropropan-2-yl)-2'-deoxyuridine",NC(C1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O)(C(F)(F)F)C(F)(F)F,"InChI=1S/C12H13F6N3O5/c13-11(14,15)10(19,12(16,17)18)4-2-21(9(25)20-8(4)24)7-1-5(23)6(3-22)26-7/h2,5-7,22-23H,1,3,19H2,(H,20,24,25)/t5-,6+,7+/m0/s1",C12H13F6N3O5,393.242,393.07594,4,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17981af10>,<rdkit.Chem.rdchem.Mol object at 0x17961d2a0>,True,6,15.384615384615385,393.0759398360004,6,7,4,2,1,12,8,6,0.5,0.5,True,True,False,True,True,Long
